year,application_number,claim,filed_date,authors,primary_examiner,asst_examiner,patented
2014,14506057,spray apparatus comprising nozzle nozzle tube connected turret nozzle tube fluid inlet fluid inlet coupled first passageway second passageway third passageway first valve coaxially aligned second third valve along valve axis arranged perpendicular longitudinal axis turret wherein first passageway opened first valve second passageway opened second valve third passageway opened third valve controller operatively coupled first valve second valve response receipt control signal first valve second valve respectively operate open first passageway second passageway release amount fluid corresponding first input second input turret wherein first input second input turret respectively couple first duct second duct arranged inside turret ends first duct second duct mate combined nozzle output third duct operatively coupled individual output via third passageway controller wherein controller configured interleave output signal first valve output signal second valve generate aggregate output signal frequency greater respective output signals first second valves increase flow rate fluid released first second passageways combined nozzle output,"October 3, 2014","['Funseth; Travis G.', 'Humpal; Richard A.']"," Valvis; Alexander
",,1
2014,14121669,hand held apparatus producing spray pattern comprising frame including air nozzle liquid source holder said air nozzle liquid source holder longitudinal axis said frame including connecting portion holding said air nozzle said liquid source holder respective longitudinal axes fixed angular separation said air nozzle first wider end configured direct air airway passage second narrower end said second end truncated form inclined face slope degrees said longitudinal axis said air nozzle angled opening said slope generally parallel said longitudinal axis said liquid source holder said angled opening extending said inclined face said angled opening fluid communication said airway passage said air nozzle wherein liquid source held said liquid source holder positioned said inclined face air directed said liquid source via said angled opening,"October 6, 2014",['Bolton; Terence W.']," Hall; Arthur O
"," Cernoch; Steven M
",1
2014,14506984,convertible juicer comprising shell formed plurality removable shell segments extraction assembly disposed shell extraction assembly including drum compression chamber disposed drum auger disposed drum received compression chamber extraction assembly shell rotatable storage configuration juicing configuration wherein extraction assembly contained within shell storage configuration extraction assembly exposed shell juicing configuration,"October 6, 2014",['Fields; Timothy']," Hall; Arthur O
"," Dandridge; Christopher R
",1
2014,14507336,fluid injector injecting fuel combustion engine fluid injector comprising valve tubular valve body orifice disc wherein valve comprises valve seat movable opening device interacting valve seat open close valve wherein orifice disc arranged valve seat opposite side opening device configured shape spray fluid dispensed fuel injector open position valve ring shaped compensation element circular central hole wherein compensation element comprises least one of polytetrafluorethylene high temperature resistant plastic material weldable metal fastening element secured cylindrical inner surface tubular valve body selectable location along longitudinal length tubular valve body compress orifice disc compensation element valve seat body wherein compression compensation element valve seat fastening element forms circumferential seal cylindrical inner surface tubular valve body,"October 6, 2014","['Filippi; Stefano', 'Bartoli; Marco', 'Liuzzo; Antonio', 'Galgani; Tommaso']"," Valvis; Alexander
"," Dandridge; Christopher R
",1
2014,14507537,improved spray apparatus spraying fluid reservoir associated vehicle upon agricultural product said spray apparatus comprising magnetic base vertical horizontal configuration adapted magnetically fastened mounting surface associated said vehicle angled mounting surface secured magnetic base angled fluid conduit said angled mounting surface front surface presenting angular axis extending magnetic base laterally towards spray member said spray member connectably secured said angled mounting surface along said angular axis presenting fluid conduit fluidic communication said angled fluid conduit spray bead fluidic communication said angled fluid conduit said fluid conduit extending said spray member spray means extending angularly said spray head spraying fluid received reservoir upon agricultural product movement vehicle said front surface presenting housing receiving said spray member said housing comprises slotted opening receipt mechanical fastener releasably securing said spray member said angled mounting surface,"October 6, 2014",['Hertzog; James N']," Ganey; Steven J
", ,1
2014,14507635,fire suppression system comprising linear temperature sensor thermally sensitive pyrotechnic material auto ignition temperature source fire suppression medium boost initiator coupling linear temperature sensor source fire suppression medium wherein linear temperature sensor configured thermally sensitive pyrotechnic material ignited combustion propagates source fire suppression medium response ambient temperature reaching auto ignition temperature,"May 27, 2016","['Smith; Brian Edward', 'McGill III; Thornton Alexander']",," Ganey; Steven J
",1
2014,14507880,fluid injector comprising valve assembly constructed arranged control flow fluid inlet outlet injector metal housing surrounding least portion valve assembly plastic body molded least portion metal housing distal end plastic body defining integral stepped portion extending plastic body carrier surrounding least distal end plastic body seal member contact least stepped portion plastic body surface carrier prevent liquid entering space metal housing plastic body,"October 7, 2014","['McFarland; Robert W.', 'Shaw; Keith A.']"," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14507987,oven appliance comprising cabinet cabinet defining upper cooking chamber lower cooking chamber upper lower cooking chamber configured receipt food items cooking plurality upper heating elements upper heating elements configured heat upper cooking chamber plurality lower heating elements lower heating elements configured heat lower cooking chamber lockout element controller operative communication upper lower heating elements lockout element controller configured establishing cooking chamber temperature set point t sub pre selected cooking chamber wherein selected cooking chamber comprises one upper lower cooking chamber activating one plurality heating elements selected cooking chamber determining whether boost preheat mode selected cooking chamber chosen and so activating lockout element lockout unselected cooking chamber activating additional heating element selected cooking chamber sensing whether temperature selected cooking chamber reached least t sub pre and so activating lockout element unlock unselected cooking chamber initiating cooking cycle selected cooking chamber,"October 7, 2014",['Armstrong; James Lee']," Hall; Arthur O
"," Dandridge; Christopher R
",1
2014,14508267,method fabricating injector combustion engine comprising providing first base body second base body valve needle injector forming first base body first base part first stop face formed providing armature bore forming second base body second base part second stop face third stop face formed disposing section first base part section second base part bore armature disposing first base part second base part relative first stop face abuts second stop face establishing fixed coupling first base part second base part wherein armature movable first stop face third stop face,"October 7, 2014","['Filippi; Stefano', 'Grandi; Mauro', 'Lenzi; Francesco', 'Polidori; Valerio']"," Gorman; Darren W
", ,1
2014,14508357,thermal spray gun comprising exterior surface inner chamber located within exterior surface forward end aft end flame source located within inner chamber first fluid passageway located within inner chamber carrying combustible mixture flame source wherein flame source produces combustion gas flame present second fluid passageway located within inner chamber carrying excess gas flame produced flame source third fluid passageway located exterior surface thermal spray gun wall inner chamber thermal spray gun wherein third fluid passageway configured carry cooling gas cool exterior surface carry cooling gas inner chamber mix combustion gas nozzle introducing gas particle mixture combustion gas mixed cooling gas deflector positioned adjacent distal end second fluid passageway extending radially outward therefrom wherein deflector configured direct excess gas least partially across flame source wherein outlet third fluid passageway located downstream flame source flame source outlet nozzle,"October 7, 2014",['Galbraith; Stephen L.']," Kim; Christopher
", ,1
2014,14508590,combined rotisserie oven range fryer comprising oven housing plurality walls forming oven compartment access door disposed one walls enclosing oven compartment plurality oven heating elements disposed within oven compartment removable rotisserie spit disposed within oven compartment rotisserie spit operational communication rotisserie motor disposed within oven compartment removable drip pan disposed within oven compartment proximal bottom oven compartment range top disposed upon top oven housing range top surface area plurality range burners range burner plurality range burners range heating element wherein range top fryer pan chamber wherein plurality range burners least four wherein fryer pan chamber integrally disposed within range top wherein fryer pan chamber occupies least one quarter surface area range top grill disposed upon range top grill plurality grill heating elements master control panel disposed upon top oven housing master control panel plurality buttons plurality knobs display panel master control panel operational communication configured activate plurality oven heating elements rotisserie motor plurality range heating elements plurality grill heating elements knobs configured activate respective range heating elements buttons configured activate oven heating elements display panel configured display temperature time measurements deep fryer pan handle basin rim deep fryer pan removably disposed upon range top within fryer pan chamber rim configured overlay range top deep fryer control panel removably disposed upon master control panel via plurality rails rails disposed upon master control panel deep fryer control panel respectively deep fryer heating element disposed upon operational communication deep fryer control panel deep fryer control panel configured activate deep fryer heating element deep fryer heating element configured heat deep fryer pan wherein oven heating elements range heating elements deep fryer heating element simultaneously operable,"October 7, 2014",['Granberry; Byron L.']," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14509216,fluid injector comprising housing inlet tube portion received housing inlet tube opened end receiving fluid inlet defined inlet cup assembly injector primary seal disposed portion inlet tube create seal surfaces housing inlet tube inlet cup assembly injector groove defined periphery housing secondary seal disposed groove defining seal housing portion inlet cup assembly injector recessed portion defined housing communication groove due recessed portion entirety secondary seal supported groove wherein recessed portion defines blow out volume primary seal leak tested forcing pressurized air inlet injector indication leak primary seal detected pressurized air moves past primary seal forces portion secondary seal move unsealed position blow out volume,"October 8, 2014",['McFarland; Robert W.']," Gorman; Darren W
",,1
2014,14509991,valve unit opens closes flow path comprising unit main body pressure adjustment chamber formed therein film seals opening pressure adjustment chamber pressure receiving plate adhered film valve body connected pressure receiving plate first spring urges valve body film wherein pressure adjustment chamber inlet liquid flows in outlet liquid discharged wall portion provided area facing pressure receiving plate first concave portion provided area facing pressure receiving plate wherein valve body opens closes inlet wherein inlet provided first concave portion wherein gap wall portion pressure receiving plate movement axis direction valve body smaller gap first concave portion pressure receiving plate wherein seen plan view movement axis direction valve body wall portion arranged state first concave portion extends inlet side opposite outlet side respect inlet wherein pressure receiving plate configured move toward wall portion pressure receiving plate abuts wall portion,"October 8, 2014",['Okui; Hiroaki']," Gorman; Darren W
", ,1
2014,14510032,nozzle delivering fire fighting fluid corrosive environment nozzle comprising nozzle body defining central axis exit port support member extending nozzle body diffuser disposed support member central axis face exit port diffuser splitter portion deflector portion together define imperforated impact surface disposed receive fire fighting fluid exiting exit port splitter portion first end apex facing exit port opposing second end base defining outer diameter splitter deflector portion central portion disposed orthogonally central axis surrounded peripheral portion disposed angle relative central portion peripheral portion peripheral edge defining outer diameter deflector impact surface extending apex peripheral edge coating disposed cover least nozzle body support member diffuser inhibit functionally debilitating corrosion coated impact surface maintain impact surface serviceable condition nozzle exposed corrosive environment period protection wherein splitter outer diameter one third two thirds deflector outer diameter deflector peripheral edge rounded direction generally parallel central axis wherein period protection disposing nozzle corrosive environment least three months wherein coating comprises least one coating selected group consisting polytetrafluoroethylene ptfe ethylene chlorotrifluoroethylene ectfe ethylene tetrafluoroethylene etfe polyvinylidene fluoride pvdf perfluoralkoxy pfa fluorinated ethylene propylene fep wherein corrosive environment includes one of a following acids hci hf h sub so sub hno sub ph values less gases so sub so sub co sub no sub x cl sub f sub abrasive particles comprising least one cu fe pb zn as sb ca hg ni b extremely corrosive environment including least one flue gas desulphurization system metal acid pickling duct chemical industry exhaust system extremely corrosive environment includes least one sulfuric hydrochloric nitric hydrofluoric acids,"October 8, 2014",['Avila; Melissa B.']," Hall; Arthur O
"," Lee; Chee-Chong
",1
2014,14510262,method generating stable low concentration aerosol comprising generating flow feed aerosol comprising detectable particles injecting flow feed aerosol mix enhancing swirler injecting flow diluting gas mix enhancing swirler mixing feed aerosol swirling motion swirl chamber mix enhancing swirler form low concentration aerosol particle concentration greater particles per liter injecting low concentration aerosol mix enhancing swirler inlet substantially cylindrical mixing chamber mixing drying low concentration aerosol mixing chamber emitting low concentration aerosol outlet mixing chamber flow straightener removes swirl flow low concentration aerosol passing low concentration aerosol flow straightener delivery conduit detecting counting particles delivery conduit produce particle count comparing particle count target count particle count less target count increasing flow feed aerosol decreasing flow diluting gas mix enhancing swirler particle count greater target count decreasing flow feed aerosol increasing flow diluting gas mix enhancing swirler wherein mixing chamber inner diameter measured orthogonally flow path inlet outlet least twice great inner diameter swirl chamber mix enhancing swirler,"October 9, 2014","['Linnell; Jesse Allen', 'Morency; Joseph Renard', 'Bury; Mark Eric', 'Aguilar; Carlos Andres', 'Eversole; Jay D.']"," Gorman; Darren W
", ,1
2014,14510800,scent delivery system comprising reservoir reservoir comprising liquid fragrance oil atomizer atomizer comprising chamber air inlet structure wherein chamber fluid communication exterior atomizer air inlet structure oil intake vacuum tube comprising first end second end first end coupled oil intake second end extending reservoir level liquid fragrance oil wherein oil intake positioned chamber vacuum tube wherein chamber fluid communication vacuum tube oil intake drainage tube fluid communication atomizer extending atomizer reservoir wherein one end drainage tube coupled vacuum tube enable oil drainage reservoir second end vacuum tube,"October 24, 2016","['Rosener; Martin John', 'Chandler; John Thurston']",," Kim; Christopher
",1
2014,14511028,anchoring device self propelled irrigation system comprising screw pile supported irrigation system arranged raised lowered relative irrigation system drive motor arranged rotate screw pile wind screw pile ground anchor irrigation system ground prevent overturning severe weather wherein said drive motor mounted stationary relative said irrigation system said screw pile raised lowered relative said drive motor,"October 9, 2014",['Frager; James R.']," Gorman; Darren W
", ,1
2014,14512305,spray nozzle comprising a inlet housing including fuel inlet wherein inlet housing defines interior space configured thermally isolate interior space external conditions operation reduce heat soak back inlet housing interior space thereof operation b fuel conduit mounted interior space inlet housing fluid communication fuel inlet providing fuel spray nozzle mounted fuel conduit c cooling air jacket mounted inlet housing outboard fuel conduit spray nozzle conducting flow cooling air nozzle tip region proximate outlet end spray nozzle wherein cooling air jacket configured thermally isolate inboard components exterior conditions provide clean air operation nozzle tip region diluting carbon reduce carbon deposits spray nozzle cooling same conduct air passive cooling nozzle tip region operation wherein fuel conduit first fuel conduit wherein spray nozzle first spray nozzle wherein fuel inlet first fuel stage inlet wherein inlet housing includes second fuel stage inlet comprising second fuel conduit mounted interior space inlet housing outboard first fuel conduit fluid communication second fuel stage inlet providing fuel second spray nozzle mounted outboard first spray nozzle,"October 10, 2014","['Prociw; Lev A.', 'Myers; Steve J.']"," Hwu; Davis
", ,1
2014,14513241,method operating oven appliance oven appliance including cooking chamber receipt food items cooking method comprising establishing cook mode oven appliance measuring temperature t sub initial initiating preheat cycle oven appliance counting time t sub pre determining whether time t sub pre reached threshold time t sub thr and so measuring temperature t sub thr determining whether cooking chamber oven appliance heavily loaded and so increasing convection airflow within cooking chamber,"October 14, 2014",['Johnson; Eric Scott']," Kim; Christopher
", ,1
2014,14513244,method operating oven appliance oven appliance including cooking chamber receipt food items cooking method comprising steps of establishing cook mode oven appliance measuring temperature t sub initial initiating preheat cycle oven appliance counting time t sub pre determining whether time t sub pre reached threshold time t sub thr and so measuring temperature t sub thr determining whether cooking chamber oven appliance heavily loaded and so notifying user oven appliance,"October 14, 2014","['Johnson; Eric Scott', 'Wiseman; Joshua Stephen']"," Hall; Arthur O
"," Dandridge; Christopher R
",1
2014,14514342,head assembly brewing apparatus automatic cartridge ejection mechanism comprising a movable lid portion coupled fixed base portion moveable lid portion rotatable open position receiving cartridge closed position sealing cartridge within apparatus moveable lid portion supporting pinion gear rotatable axis b lock coupled moveable lid portion hook depending therefrom lock movable locked position moveable lid portion closed position engaging base portion hook unlocked position releasing hook base portion lock toothed rack disposed upper surface thereof engaging pinion gear c moveable lid portion comprising cover pinion gear lock handle connected pinion gear cover rotation handle relative moveable lid portion rotates pinion gear transitions lock locked position unlocked position d rotatable cartridge ejection device dog disposed moveable lid portion automatically rotate remove cartridge handle relative moveable lid portion rotates pinion gear transitions lock locked position unlocked position,"October 14, 2014",['Hale; Robert']," Boeckmann; Jason
"," Dandridge; Christopher R
",1
2014,14514564,multi purpose showerhead system comprising handheld showerhead comprising handle mechanism showerhead portion integrally formed handle mechanism wherein showerhead portion includes front area dispensing shower water rear area opposite front area water flow pulsator mechanism attachment mechanism located rear area showerhead portion fluid communication water flow pulsator mechanism set controls located handle mechanism multi purpose showerhead system comprising set five multi functional hygienic water tools tile grout cleaning apparatus storage device wherein water tools tile grout cleaning apparatus interchangeably attachable attachment mechanism showerhead wherein water tools tile grout cleaning apparatus configured removable storage storage device attached attachment mechanism,"October 15, 2014",['Davenport; Natalie']," Gorman; Darren W
", ,1
2014,14514848,method performing genetic analysis comprising steps of a scanning genomic dna derivatives therefrom plurality individuals wherein least bases scanned genetic variants b identifying said genetic variants said genomic dna derivatives therefrom occur plurality individuals c least said genomic variants occur plurality individuals said least bases scanning genomic dna derivatives therefrom additional individuals identify said genetic variants occur said additional individuals d based results step c identifying blocks said variants,"January 7, 2002","['Cox; David R.', 'Patil; Nila']","  Whisenant; Ethan
", ,1
2014,14515067,method operating irrigation system using offsite irrigation controller irrigation system including framework rotatable center pivot axis fluid conduit supported said framework plurality fluid emitting nozzles associated said fluid conduit central control panel method comprising steps of sensing fluid pressure inside fluid conduit using fluid pressure sensor monitoring angular orientation irrigation system relative said center pivot axis using digital compass categorizing signal said fluid pressure sensor said digital compass either good bad state said irrigation system transmitting operational status said irrigation system offsite user,"October 15, 2014",['Lennard; Kyle J.']," Ganey; Steven J
", ,1
2014,14515264,mobile modular food waste processing device dehydrating food waste creating feed livestock device comprising frame exterior shell cylindrical interior shell forming inner cavity insulation material located cylindrical interior shell exterior shell temperature control mechanism located cylindrical interior shell insulation material fill port upper portion cylindrical exterior shell connects inner cavity cylindrical interior shell configured receive food waste evacuation drain lower portion cylindrical exterior shell connects inner cavity cylindrical interior shell configured collect expel moisture water food waste vent upper portion cylindrical exterior shell connects inner cavity cylindrical interior shell configured vent moisture food waste evacuation port connects inner cavity cylindrical interior shell wherein device configured removably mount platform use metal frame,"October 15, 2014","['Russick; David', 'Northrup; William']"," Kim; Christopher
", ,1
2014,14395036,pendent dry sprinkler assembly comprising outer structure assembly inlet fitting defining inlet end outlet frame defining distal end outlet structure assembly internal passageway outlet defining sprinkler axis nominal k factor outlet frame includes pair spaced apart arms disposed outlet define first plane includes sprinkler axis define second plane includes perpendicular first plane one arm disposed side second plane inner structural assembly disposed within internal passageway deflector distributes fluid delivered inlet fitting protect rack storage arrangement including cartoned unexpanded group plastic commodity nominal storage height least feet beneath ceiling maximum nominal foot ceiling height deflector central portion centered sprinkler axis plurality tines extending radially central portion terminal portion terminal portion least two tines plurality tines angled relative central portion terminal portion axially away outlet frame central portion plurality tines include symmetrical tines asymmetrical tines present non planar surface outlet edges terminal portion plurality tines approximate non circular perimeter symmetrical tines including first pair diametrically opposed t shaped tines bisected first plane second pair diametrically opposed t shaped tines bisected second plane asymmetrical tines disposed circumferentially first second pair diametrically opposed t shaped tines wherein tine base extending central portion body extending away base terminal portion extending body terminal edge pair lateral edges extending base terminal edge plurality tines circumferentially spaced central portion defines plurality slots therebetween lateral edges circumferentially adjacent tines converging define innermost portion one plurality slots innermost portion slot defining radiused end shortest radial distance slot sprinkler axis radiused end pair spaced apart arms aligned along first plane sprinkler axis disposed along intersection first second planes first second plane dissecting deflector four quadrants sprinkler axis innermost portion slot one four quadrants defining different radial distance sprinkler axis slots quadrant,"April 19, 2013",['Miller; Lyle']," Valvis; Alexander
"," Dandridge; Christopher R
",1
2014,14516690,fuel injector fuel injection system internal combustion engine comprising excitable actuator activating valve closing element forms sealing seat together valve face implemented valve seat element plurality spray discharge openings implemented downstream valve face integrally formed valve seat element wherein spray discharge opening includes least one upstream first spray discharge opening section one downstream second spray discharge opening section different opening width least one upstream first spray discharge opening section smaller opening width downstream second spray discharge opening section wall area second downstream spray discharge opening section parallel longitudinal axis valve seat element upstream first spray discharge opening section constant diameter downstream second spray discharge opening section variable diameter wherein opening width least one upstream first spray discharge opening section less half width least portion downstream second spray discharge opening section,"October 17, 2014","['Schrade; Andreas', 'Maier; Dieter', 'Stransky; Gerhard']"," Hall; Arthur O
"," Le; Viet
",1
2014,14516888,fire sprinkler assembly configured disperse fire suppressing liquid non circular coverage area said assembly comprising frame said frame including fastener configured connect supply line receive outflow fire suppressing liquid supply line along outflow axis deflector configured disperse outflow fire suppressing liquid generally non circular conical spray achieve non circular coverage area said deflector overall width overall length measured perpendicular said overall width said deflector mid point generally centered said outflow axis said deflector including center section containing said mid point non circular coverage area major diameter shorter minor diameter generally perpendicular said major diameter said overall deflector length greater said overall deflector width said deflector comprising generally semi cylindrical body disposed perpendicularly said outflow axis wherein said deflector includes pair hoods said hoods extending opposite directions said center section respective outermost edges said hoods disposed generally parallel said major diameter said hood width tapers maximum dimension adjacent said center section minimum dimension adjacent said outermost edges,"April 21, 2016",['Pigeon; Jeffrey J.'],," Gorman; Darren W
",1
2014,14518027,cap spray mineral water bottle comprising cap body connected bottleneck spray mineral water bottle liquid tight fit cap body defining outlet aperture end face cap body spray means comprising atomizing spool nozzle wherein least two water channels defined outer wall atomizing spool least two water channels configured accordance water volume atomizing channels defined end face atomizing spool corresponds water channels water channels atomizing channels connected two connecting channels wherein cavity defined nozzle hold atomizing spool spray aperture defined end face nozzle spray aperture communicates atomizing channels coaxial round cavity defined nozzle water locking means comprising fixing part movable part capable rotating relative fixing part wherein fixing part water locking means fixed end face cap body fixing part comprises position means defining receiving room spherical working face wherein outlet defined spherical working face position means defines opening communication receiving room wherein movable part water locking means comprises sphere matching spherical working face fixing part movable part rotates relative fixing part wherein inlet defined sphere corresponds rotating track outlet spherical working face wherein sphere rotates relative fixing part inlet sphere communicates outlet spherical working face spray means opens spray water inlet sphere staggered outlet spherical working face spray means closes wherein movable part comprises first tube extending sphere defines receiving space bar shaped supporting bracket extends interior surface receiving space first tube toward cavity nozzle support atomizing spool,"October 20, 2014",['Chang; Chang Ho']," Boeckmann; Jason
",,1
2014,14518478,product dispensing system dispensing first ingredient second ingredient comprising flow control device flow control device regulating dispensing first ingredient product dispensing system flow control device comprising solenoid solenoid comprising armature piston connected armature piston comprising primary orifice whereby piston open position closed position piston spring connected piston least one secondary orifice wherein movement piston open position least partially opens least one secondary orifice wherein movement piston closed position least partially closes least one secondary orifice wherein movement armature actuates piston movement controls fluid flow primary orifice least one secondary orifice pump module configured coupled supply second ingredient wherein movement armature actuates piston movement controls fluid flow primary orifice least one secondary orifice wherein flow sensor configured provide feedback signal based upon volume first ingredient flowing within flow control device binary valve comprising plunger spring biasing plunger open position diaphragm actuated plunger wherein piston actuates plunger move plunger closed position controller configured provide first control signal flow control device controlling supply first quantity first ingredient based upon least part predetermined recipe provide second control signal pump module controlling supply first quantity second ingredient based upon least part predetermined recipe,"October 20, 2014","['Winkler; Felix', 'VanWyk; Eric J.']"," Hall; Arthur O
"," Zhou; Joel
",1
2014,14518626,fuel electro injector fuel injection system internal combustion engine electro injector comprising atomizer comprising a nozzle defining sealing seat b valve needle extending said nozzle along longitudinal axis axially sliding closed position coupled said sealing seat performing opening stroke outward direction opening said nozzle said sealing seat said valve needle defining discharge section annular width continuously increases opening stroke said valve needle proceeds electric actuator suitable excited electric command signal cause opening stroke said valve needle defining axial displacement proportional magnitude said electric command signal inlet suitable connected high pressure fuel supply high pressure space supplying fuel said inlet said discharge section outlet suitable connected low pressure return system low pressure space directly communicating said outlet hydraulic connection arranged said electric actuator said valve needle transmitting motion said electric actuator said valve needle hydraulic connection comprising pressure chamber axially delimited one side said valve needle and use filled fuel that compressed exerts axial thrust outward direction said valve needle cause said opening stroke wherein said high pressure space comprises annular passageway defined lateral outer surface said valve needle inner surface said nozzle axially ending said sealing seat wherein said low pressure space comprises portion arranged axially said hydraulic connection said annular passageway separated said high pressure space means dynamic seal defined coupling zone said valve needle fixed guide portion wherein said hydraulic connection arranged said low pressure space said pressure chamber communicates said low pressure space wherein fuel electro injector configured movement valve needle atomizer outward direction closed position open position includes movement valve needle away electric actuator,"October 20, 2014","['Stucchi; Sergio', 'De Michele; Onofrio', 'Ricco; Raffaele', 'Gargano; Marcello', 'Mazzarella; Carlo']"," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14395854,fuel injection valve comprising valve seat valve seat seating surface provided open end fuel injection valve valve element provided opposed valve seat opening closing valve seat injection hole plate mounted downstream side valve seat plurality injection holes fuel injection valve configured operate valve element valve opening direction response operation signal engine control unit allow fuel pass valve element valve seat seating surface thereby inject spray aggregate plurality injection holes toward intake valve wherein plurality injection holes formed radially outer side valve seat opening inner wall portion minimum inner diameter valve seat diameter reduced toward downstream side wherein valve seat cavity formed downstream side end surface valve seat bringing valve seat opening inner wall plurality injection holes communication other wherein straight line obtained projecting cylinder central axis o engine onto plane n perpendicular valve seat axial center valve seat p axis straight line passing valve seat axial center perpendicular p axis plane n x axis straight line parallel p axis plane n y axis one plurality injection holes case injection hole inlets injection hole outlets plurality injection holes projected vertically onto plane n set reference injection hole inter injection hole angle theta formed straight line a passing center injection hole inlet reference injection hole valve seat axial center straight line b passing center injection hole inlet injection hole adjacent reference injection hole along radial direction valve seat axial center plane n set inter injection hole angle theta becomes smaller closer corresponding injection holes y axis fuel turn angle alpha wide angle side angle formed straight line a straight line c passing center injection hole inlet center injection hole outlet plane n satisfies relationship degree alpha degree wherein injection hole plate comprises concave portions formed downstream side end surface injection hole plate one to one basis respect plurality injection holes larger opening area opening area plurality injection holes wherein concave portions arranged region injection hole length short becomes larger side desired injection direction opposite side respect straight line c wherein injection hole inlets arranged virtual circle plane n,"August 9, 2012","['Sakata; Yukitaka', 'Munezane; Tsuyoshi', 'Hashii; Naoya', 'Ito; Keisuke', 'Watanabe; Kyosuke', 'Kawasaki; Shota']"," Hall; Arthur O
"," Greenlund; Joseph A
",1
2014,14519419,attachment spraying device permit spraying atomizable substance hard access areas coated said atomizable substance comprising coupling device first side second side bottom side said bottom side perpendicular said first side said second side said first side adapted connect said attachment spraying device first elongated resilient hose first side second side said first side said first elongated resilient hose connected said second side said coupling device said first elongated resilient hose second resilient hose disposed internally said second resilient hose first side second side said second resilient hose first side connected said spraying device allowing said atomizable substance leaves said spraying device flow said second resilient hose nozzle connected said second resilient hose said second side removable nozzle support centrally supporting said nozzle inside said removable nozzle support said removable nozzle support first side second side said removable nozzle support said first side removably connected said first elongated resilient hose said second side third elongated resilient hose first side second side said third elongated resilient hose perpendicular said first elongated resilient hose said third elongated resilient hose said first side connected said coupling device bottom side said coupling device including downwardly oriented cylindrical member located intermediate said bottom side said third elongated resilient hose said first side said downwardly oriented cylindrical member communication interior said first elongated resilient hose along entire length including area around said nozzle said nozzle support said removable nozzle support removed said first elongated resilient hose said second side said nozzle first portion said second hose said second side exposed permitting said nozzle access areas workpiece would accessible said removable nozzle support remaining attached said first elongated resilient hose said second side said attachment attached said spraying device said spraying device actuated said third elongated resilient hose said second side connected vacuum generator establishes vacuum said third elongated resilient hose annular region intermediate said first elongated resilient hose said second resilient hose simultaneously said nozzle said second hose said second side discharges atomizes said atomizable substance hard access area creates overspray vacuum causes overspray removed hard access area traversing said annular region intermediate said first elongated resilient hose said second resilient hose passing said coupling device said first side passing said coupling device said bottom side passing said third elongated resilient hose whereby overspray rendered harmless filter remediated air exhausted atmosphere,"October 21, 2014",['Smith; William C.']," Tran; Len
"," Lieuwen; Cody
",1
2014,14519750,pressure washer spray gun comprising spray gun body configured fluidly coupled source pressurized water chemical container coupled spray gun body wherein chemical container configured contain liquid chemical venturi including converging section throat diverging section wherein venturi coupled body wherein throat directly connects converging section diverging section chemical injection port formed throat fluidly coupling throat chemical container air inlet port formed diverging section configured fluidly couple diverging section source air plurality nozzles wherein nozzle different orifice diameter wherein one nozzle time selected provide fluid output spray gun,"October 21, 2014",['Schmalz; Jacob']," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14520346,fluid spray guard apparatus comprising first shroud second shroud wherein second shroud disposed within first shroud one spacers disposed first shroud second shroud wherein one spacers define space first shroud second shroud first shroud configured pivot respect second shroud via one spacers elongated sleeve coupled first shroud wherein length elongated sleeve longer length first shroud second shroud wherein sleeve least partially encloses elongated tubular body wherein interior elongated sleeve fluid communication space first shroud second shroud,"October 22, 2014",['Massey; Michael']," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14520560,device generating compressed air foam pressurized source water containing foam solute comprising a water chamber water source inlet water source outlet b water impeller least partially within said water chamber said water impeller driven movement source water c air chamber adjacent said water chamber partition between said air chamber air source inlet air source outlet d air impeller least partially within said air chamber e wherein said water impeller drives said air impeller compress source air form compressed air wherein compressed air exits opening said partition aerate source water create compressed air foam prior water exiting said water source outlet,"October 22, 2014",['Chmielewski; Michael Paul']," Hall; Arthur O
"," Rogers; Adam J
",1
2014,14521271,apparatus directing pressurized air comprising body receiving pressurized air body including opposing side walls top surface joining opposing side walls first end joining top surface opposing side walls second end joining top surface opposing side walls exit opening defining elongated shape bounded opposing side walls first end second end opposing side walls converge toward exit opening effective angle convergence opposing side walls first second ends define body shape causes pressurized air follow airflow path includes degree turn pressurized air flows air inlet location exit opening least one interchangeable nozzle insert configured match elongated shape exit opening least one interchangeable nozzle insert positioned within exit opening means least one fastener passes least one interchangeable nozzle insert opposing side walls pressurized air exit body substantially least one interchangeable nozzle insert least one interchangeable nozzle insert includes plurality discharge orifices directing pressurized air outwardly body discharge orifices includes conical portion receiving pressurized air body conical portions opening angle within predetermined range effective angle convergence opposing side walls discharge orifices includes cylindrical portion directing pressurized air outwardly body least one air inlet least one air inlet suitably attached body directing pressurized air body,"October 22, 2014",['Freers; James L.']," Hall; Arthur O
"," Valvis; Alexander
",1
